customerID,name,surname,phone,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn,num_complaints,churn_risk_score,risk_level,last_contacted,complaints,Suggested_Offer
6839-ITVZJ,Gianmarco,Leonardi,3319624985,1,0,1,1,26,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1,60.05,1616.15,False,False,False,False,False,True,False,1,0,38,low,29,[],Low risk – no action needed
8332-OSJDW,Damiano,Merisi,390363605595,0,0,1,1,12,1,1,,,,,,,0,26.4,314.95,False,True,True,False,False,False,True,0,0,18,low,19,[],Low risk – no action needed
4735-BJKOU,Rosina,Mazzeo,4322222697,1,0,0,0,40,1,0,,,,,,,0,20.15,804.85,False,True,False,True,False,False,True,0,0,3,low,6,[],Low risk – no action needed
0274-JKUJR,Iolanda,Folliero,16583391,0,0,1,1,7,0,0,1.0,1.0,1.0,0.0,1.0,1.0,0,58.85,465.7,False,False,False,False,False,False,True,0,0,31,low,18,[],Low risk – no action needed
5740-YHGTW,Pierina,Stradivari,8623584358,0,0,1,1,70,1,1,1.0,1.0,0.0,0.0,1.0,0.0,1,97.55,6669.05,True,False,False,False,True,False,False,0,0,18,low,3,[],Low risk – no action needed
8917-SZTTJ,Gianfranco,Casalodi,3904716553188,0,0,1,1,60,1,0,,,,,,,0,19.65,1161.75,False,True,False,True,True,False,False,0,0,3,low,13,[],Low risk – no action needed
1696-MZVAU,Vittorio,Palmisano,415187845,0,0,1,1,39,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,25.25,947.75,False,False,True,False,True,False,False,0,0,24,low,26,[],Low risk – no action needed
7359-WWYJV,Antonella,Viola,390706324057,0,0,1,0,72,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,114.45,8375.05,True,False,False,True,True,False,False,0,0,2,low,2,[],Low risk – no action needed
0375-HVGXO,Ronaldo,Cannizzaro,372791539,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1,34.7,34.7,False,False,False,False,False,True,False,1,5,89,high,6,"['Poor Internet Speed', 'Payment Issues', 'Poor Customer Support', 'Poor Technical Support', 'Contract Issues']",Deploy a personal follow-up; Assign premium customer support; Offer advantageous longer-contract deals to encourage commitment; Advertise benefits of credit card payments - offer recharge deals when paying by card
4906-ZHGPK,Germana,Beccheria,5914888053,0,0,1,1,54,1,1,0.0,1.0,0.0,1.0,1.0,0.0,1,70.7,3770.0,False,False,True,False,False,True,False,0,0,14,low,27,[],Low risk – no action needed
8593-WHYHV,Vincenzo,Gualandi,3901975389613,0,0,0,0,3,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1,85.3,264.8,True,False,False,False,False,True,False,1,1,97,high,9,"['Poor Streaming Service Quality', 'Poor Customer Support']",Deploy a personal follow-up; Assign premium customer support; Offer advantageous longer-contract deals to encourage commitment; Offer loyalty or multi-service discount; Advertise benefits of credit card payments - offer recharge deals when paying by card; Provide directed customer service for fiber optic specific problems; Offer a free trial of tech support
3795-GWTRD,Goffredo,Catalano,39375713333,1,0,1,1,63,1,0,1.0,1.0,1.0,1.0,1.0,0.0,0,75.55,4707.85,False,False,False,True,True,False,False,0,0,2,low,6,[],Low risk – no action needed
1298-PHBTI,Goffredo,Doria,363055769,0,0,1,1,71,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1,84.8,6152.4,True,False,False,True,False,True,False,0,0,16,low,14,[],Low risk – no action needed
6223-DHJGV,Giustino,Roccabonella,974660268,1,0,0,0,42,1,0,,,,,,,1,20.65,958.1,False,True,True,False,False,False,True,0,0,10,low,10,[],Low risk – no action needed
6961-MJKBO,Luciano,Verri,707537330,0,0,0,0,47,1,0,,,,,,,0,20.45,943.0,False,True,False,True,False,False,False,0,0,4,low,12,[],Low risk – no action needed
6097-EQISJ,Liana,Medici,390963176929,1,0,1,1,66,1,1,0.0,1.0,1.0,0.0,1.0,1.0,1,102.45,6615.15,True,False,True,False,True,False,False,1,0,38,low,11,[],Low risk – no action needed
4423-YLHDV,Gianpaolo,Biagiotti,3778613455,1,0,1,0,21,1,1,1.0,0.0,1.0,0.0,1.0,1.0,1,104.4,2200.25,True,False,False,False,False,False,False,1,0,72,high,21,[],Provide cumulative discounts to reward commitment; Offer advantageous longer-contract deals to encourage commitment; Offer loyalty or multi-service discount; Advertise benefits of credit card payments - offer recharge deals when paying by card; Provide directed customer service for fiber optic specific problems; Offer a free trial of tech support
8158-WPEZG,Nicola,Bettoni,4223073931,0,0,0,0,11,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1,35.65,425.1,False,False,False,False,False,True,False,0,0,39,low,26,[],Low risk – no action needed
0107-YHINA,Melina,Chittolini,362806868,0,0,0,1,1,1,1,0.0,0.0,1.0,0.0,1.0,1.0,1,99.75,99.75,True,False,False,False,False,True,False,1,0,93,high,22,[],Deploy a personal follow-up; Assign premium customer support; Offer advantageous longer-contract deals to encourage commitment; Offer loyalty or multi-service discount; Advertise benefits of credit card payments - offer recharge deals when paying by card; Provide directed customer service for fiber optic specific problems; Offer a free trial of tech support
4918-FYJNT,Vincenzo,Crispi,37119610379,1,1,1,0,55,1,1,0.0,1.0,1.0,1.0,0.0,0.0,0,90.45,5044.8,True,False,False,False,False,True,False,0,0,37,low,17,[],Low risk – no action needed
0727-BNRLG,Danilo,Sobrero,39350546140,0,0,0,0,69,1,1,0.0,1.0,1.0,1.0,1.0,0.0,1,97.65,6743.55,True,False,False,True,True,False,False,0,0,11,low,15,[],Low risk – no action needed
4854-CIDCF,Maurilio,Mazzanti,1315581383,1,1,0,0,3,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0,73.85,196.4,True,False,False,False,False,True,False,0,0,75,high,24,[],Deploy a personal follow-up; Assign premium customer support; Offer advantageous longer-contract deals to encourage commitment; Incentivize paperless billing; Advertise benefits of credit card payments - offer recharge deals when paying by card; Provide directed customer service for fiber optic specific problems; Offer a free trial of tech support
8640-SDGKB,Daria,Vianello,3937167314625,0,0,0,0,4,1,0,0.0,0.0,1.0,1.0,1.0,1.0,1,74.4,299.7,False,False,False,False,False,True,False,1,5,89,high,29,"['Poor Internet Speed', 'Poor Streaming Service Quality', 'Billing Issues', 'Payment Issues', 'Poor Customer Support', 'Limited Device Protection', 'High Monthly Charge']",Provide cumulative discounts to reward commitment; Offer advantageous longer-contract deals to encourage commitment; Advertise benefits of credit card payments - offer recharge deals when paying by card
3280-MRDOF,Gian,Carnera,3279743955,0,1,0,0,30,1,1,0.0,0.0,1.0,1.0,1.0,0.0,1,69.1,2093.9,False,False,False,True,True,False,False,0,0,12,low,25,[],Low risk – no action needed
6435-SRWBJ,Flavio,Curatoli,39345388933,1,0,0,0,5,1,1,0.0,0.0,1.0,1.0,0.0,0.0,1,82.75,417.75,True,False,False,False,False,True,False,0,0,71,high,25,[],Provide cumulative discounts to reward commitment; Offer advantageous longer-contract deals to encourage commitment; Offer loyalty or multi-service discount; Advertise benefits of credit card payments - offer recharge deals when paying by card; Provide directed customer service for fiber optic specific problems
9964-WBQDJ,Camillo,Golgi,3905657673027,1,0,1,0,71,1,1,,,,,,,1,24.4,1725.4,False,True,False,True,True,False,False,0,0,3,low,12,[],Low risk – no action needed
6303-KFWSL,Gaetano,Leoncavallo,390432893924,1,0,0,0,29,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1,55.25,1620.2,False,False,True,False,False,True,False,0,0,18,low,20,[],Low risk – no action needed
1702-CCFNJ,Berenice,Udinesi,393518621021,0,0,1,0,52,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0,61.35,3169.55,False,False,False,False,False,False,False,0,3,48,moderate,8,"['Billing Issues', 'Poor Technical Support', 'High Monthly Charge']",Low risk – no action needed
8932-CZHRQ,Annetta,Montessori,11884338,0,0,0,0,68,1,1,1.0,1.0,1.0,0.0,0.0,1.0,0,76.75,5233.25,False,False,True,False,True,False,False,0,1,33,low,7,"['Poor Streaming Service Quality', 'Poor Technical Support', 'Customer Loyalty']",Low risk – no action needed
0386-CWRGM,Natalia,Franzese,39035897220,1,0,1,1,46,1,0,,,,,,,0,19.4,967.85,False,True,False,True,False,False,True,0,0,4,low,30,[],Low risk – no action needed
5515-RUGKN,Riccardo,Gremese,455786815,0,0,0,0,8,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1,54.75,438.05,False,False,False,False,True,False,False,0,0,48,moderate,5,[],Low risk – no action needed
0404-AHASP,Fulvio,Malatesta,3935512691070,0,0,1,0,72,1,0,,,,,,,0,19.7,1421.9,False,True,False,True,True,False,False,0,0,2,low,17,[],Low risk – no action needed
7279-NMVJC,Carmelo,Bompiani,390825616575,1,0,0,0,17,1,0,,,,,,,0,19.9,323.15,False,True,True,False,False,False,False,0,0,14,low,8,[],Low risk – no action needed
2081-VEYEH,Gianni,Ajello,39370144373,0,0,0,0,3,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1,107.95,318.6,True,False,False,False,False,True,False,0,0,65,high,6,[],Deploy a personal follow-up; Assign premium customer support; Offer advantageous longer-contract deals to encourage commitment; Offer loyalty or multi-service discount; Advertise benefits of credit card payments - offer recharge deals when paying by card; Provide directed customer service for fiber optic specific problems
6407-UTSLV,Massimiliano,Bottaro,390373224510,1,1,0,0,2,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1,83.8,163.7,True,False,False,False,False,False,False,0,0,85,high,5,[],Deploy a personal follow-up; Assign premium customer support; Offer advantageous longer-contract deals to encourage commitment; Offer loyalty or multi-service discount; Advertise benefits of credit card payments - offer recharge deals when paying by card; Provide directed customer service for fiber optic specific problems; Offer a free trial of tech support
4116-TZAQJ,Margherita,Botticelli,166187264,1,0,0,0,9,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1,74.25,639.65,True,False,False,False,True,False,False,1,0,52,moderate,0,[],Low risk – no action needed
9060-HJJRW,Lidia,Udinesi,3935141211445,1,0,0,0,51,0,0,0.0,1.0,1.0,0.0,1.0,1.0,1,56.4,2928.5,False,False,True,False,True,False,False,0,0,30,low,14,[],Low risk – no action needed
2587-YNLES,Ermes,Orsini,390861456889,1,0,1,1,6,1,0,,,,,,,0,20.1,100.35,False,True,False,True,False,False,True,0,0,11,low,27,[],Low risk – no action needed
7398-SKNQZ,Griselda,Calgari,390584345802,1,0,1,0,3,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0,94.9,273.2,True,False,False,False,False,True,False,0,0,81,high,18,[],Deploy a personal follow-up; Assign premium customer support; Offer advantageous longer-contract deals to encourage commitment; Offer loyalty or multi-service discount; Incentivize paperless billing; Advertise benefits of credit card payments - offer recharge deals when paying by card; Provide directed customer service for fiber optic specific problems; Offer a free trial of tech support
5935-FCCNB,Rosalia,Pavanello,390547506697,1,1,0,0,17,1,1,0.0,0.0,0.0,0.0,1.0,1.0,1,94.2,1608.15,True,False,False,False,False,True,False,0,0,73,high,9,[],Provide cumulative discounts to reward commitment; Offer advantageous longer-contract deals to encourage commitment; Offer loyalty or multi-service discount; Advertise benefits of credit card payments - offer recharge deals when paying by card; Provide directed customer service for fiber optic specific problems; Offer a free trial of tech support
1958-RNRKS,Mariana,Modigliani,3909076475403,0,0,1,0,30,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,49.9,1441.95,False,False,False,False,False,True,False,0,0,31,low,19,[],Low risk – no action needed
5136-RGMZO,Maria,Boccherini,390974319049,0,0,0,0,31,1,1,0.0,1.0,0.0,1.0,1.0,0.0,1,71.05,2168.15,False,False,False,False,False,True,False,0,0,24,low,18,[],Low risk – no action needed
8345-MVDYC,Ugolino,Zoppetto,73282727,1,0,0,0,45,1,0,1.0,0.0,1.0,1.0,1.0,1.0,0,81.65,3618.7,False,False,False,True,False,False,False,0,0,4,low,26,[],Low risk – no action needed
8226-BXGES,Flora,Sabatini,3234755690,0,0,1,0,64,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0,89.45,5692.65,True,False,True,False,False,False,False,0,0,14,low,25,[],Low risk – no action needed
3877-JRJIP,Fortunata,Modigliani,39052286457,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,1,59.85,59.85,False,False,False,False,False,True,False,1,2,87,high,19,['Poor Customer Support'],Deploy a personal follow-up; Assign premium customer support; Offer advantageous longer-contract deals to encourage commitment; Advertise benefits of credit card payments - offer recharge deals when paying by card
8375-DKEBR,Benito,Borghese,3368151680,1,1,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,69.6,69.6,True,False,False,False,False,True,False,1,0,93,high,26,[],Deploy a personal follow-up; Assign premium customer support; Offer advantageous longer-contract deals to encourage commitment; Advertise benefits of credit card payments - offer recharge deals when paying by card; Provide directed customer service for fiber optic specific problems; Offer a free trial of tech support
9705-IOVQQ,Fiorino,Rismondo,3896462080,0,1,1,1,61,1,1,0.0,1.0,0.0,0.0,1.0,1.0,0,99.0,5969.3,True,False,True,False,False,True,False,0,0,40,moderate,13,[],Low risk – no action needed
1015-OWJKI,Enrico,Falloppio,784215622,0,0,0,0,1,1,0,,,,,,,0,19.05,19.05,False,True,False,False,False,False,True,0,0,43,moderate,30,[],Low risk – no action needed
7511-YMXVQ,Rodolfo,Carriera,356300935,0,0,0,0,9,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1,45.4,418.8,False,False,False,False,False,True,False,1,0,74,high,28,[],Provide cumulative discounts to reward commitment; Offer advantageous longer-contract deals to encourage commitment; Advertise benefits of credit card payments - offer recharge deals when paying by card
2040-XBAVJ,Gionata,Germano,3314418560,0,0,1,1,72,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,114.45,8100.55,True,False,False,True,False,False,False,0,0,2,low,4,[],Low risk – no action needed
7551-JOHTI,Gianni,Lombroso,78928606,1,0,0,0,1,1,0,,,,,,,0,19.5,19.5,False,True,False,False,False,False,True,1,0,55,moderate,15,[],Low risk – no action needed
8887-IPQNC,Clelia,Mazzini,566148297,1,0,1,0,7,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,44.25,313.45,False,False,False,False,False,False,True,0,0,51,moderate,9,[],Low risk – no action needed
8646-JCOMS,Augusto,Carullo,914391725,1,0,1,0,66,1,1,0.0,1.0,1.0,1.0,0.0,0.0,1,90.55,6130.95,True,False,True,False,False,False,False,0,0,12,low,14,[],Low risk – no action needed
9804-ICWBG,Priscilla,Amaldi,3932990669521,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,69.9,69.9,True,False,False,False,False,True,False,1,0,90,high,1,[],Deploy a personal follow-up; Assign premium customer support; Offer advantageous longer-contract deals to encourage commitment; Advertise benefits of credit card payments - offer recharge deals when paying by card; Provide directed customer service for fiber optic specific problems; Offer a free trial of tech support
1222-KJNZD,Luisa,Pininfarina,39330915864,0,0,1,1,40,1,0,,,,,,,1,20.4,745.3,False,True,False,False,False,False,False,0,1,26,low,26,['Customer Loyalty'],Low risk – no action needed
0106-GHRQR,Damiano,Mogherini,958027532,0,0,0,0,16,1,1,0.0,1.0,1.0,0.0,0.0,1.0,1,71.4,1212.1,False,False,False,False,False,False,False,0,0,40,moderate,19,[],Low risk – no action needed
5318-IXUZF,Damiano,Brunelleschi,171147155,1,0,0,0,2,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1,87.15,183.75,True,False,False,False,False,False,False,1,0,85,high,11,[],Deploy a personal follow-up; Assign premium customer support; Offer advantageous longer-contract deals to encourage commitment; Offer loyalty or multi-service discount; Advertise benefits of credit card payments - offer recharge deals when paying by card; Provide directed customer service for fiber optic specific problems; Offer a free trial of tech support
3768-VHXQO,Raffaella,Venier,3534467411,0,0,1,0,67,1,1,,,,,,,0,24.85,1583.5,False,True,False,True,True,False,False,0,0,3,low,13,[],Low risk – no action needed
8952-WCVCD,Arturo,Spallanzani,3905432304469,1,0,1,0,41,1,0,1.0,1.0,1.0,0.0,1.0,1.0,1,104.45,4162.05,True,False,True,False,False,False,False,0,0,39,low,29,[],Low risk – no action needed
2418-TPEUN,Liberto,Polesel,1663271741,1,0,1,1,56,1,0,,,,,,,1,19.8,1119.9,False,True,False,True,True,False,False,0,0,4,low,30,[],Low risk – no action needed
3963-RYFNS,Patrizia,Porcellato,8010839009,1,0,0,0,72,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,116.45,8013.55,True,False,False,True,False,False,False,0,0,5,low,9,[],Low risk – no action needed
3198-VELRD,Pomponio,Monaco,351267300,1,0,1,1,3,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1,84.75,264.85,True,False,False,False,False,False,False,1,0,87,high,14,[],Deploy a personal follow-up; Assign premium customer support; Offer advantageous longer-contract deals to encourage commitment; Offer loyalty or multi-service discount; Advertise benefits of credit card payments - offer recharge deals when paying by card; Provide directed customer service for fiber optic specific problems; Offer a free trial of tech support
8540-ZQGEA,Valeria,Casini,3937550013650,1,0,1,0,54,1,0,,,,,,,0,20.05,1102.4,False,True,False,True,True,False,False,0,0,4,low,1,[],Low risk – no action needed
1320-REHCS,Graziella,Catenazzi,37706585830,0,1,0,0,52,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1,110.75,5832.0,True,False,False,False,False,True,False,0,0,42,moderate,13,[],Low risk – no action needed
4137-JOPHL,Annalisa,Alighieri,390882289002,1,0,0,0,50,1,0,0.0,0.0,1.0,1.0,0.0,1.0,1,89.7,4304.5,True,False,False,True,False,False,False,0,0,13,low,7,[],Low risk – no action needed
9436-ZBZCT,Romolo,Novaro,89365081,0,0,0,0,14,1,1,0.0,0.0,0.0,1.0,1.0,0.0,1,89.95,1178.4,True,False,False,False,False,True,False,1,4,93,high,23,"['Poor Technical Support', 'Customer Loyalty', 'High Monthly Charge']",Provide cumulative discounts to reward commitment; Offer advantageous longer-contract deals to encourage commitment; Offer loyalty or multi-service discount; Advertise benefits of credit card payments - offer recharge deals when paying by card; Provide directed customer service for fiber optic specific problems
7801-CEDNV,Piero,Baresi,5832441882,0,0,1,0,27,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0,48.7,1421.75,False,False,True,False,True,False,False,0,0,10,low,9,[],Low risk – no action needed
2057-BOYKM,Puccio,Ricci,390536959511,1,1,1,0,72,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,96.6,6827.5,True,False,False,True,False,False,False,0,1,34,low,25,"['Billing Issues', 'Customer Loyalty', 'High Monthly Charge']",Low risk – no action needed
3658-QQJYD,Ornella,Schicchi,39037199541,0,0,0,0,62,1,0,1.0,1.0,0.0,0.0,1.0,1.0,1,74.3,4698.05,False,False,True,False,True,False,False,0,0,15,low,23,[],Low risk – no action needed
1803-BGNBD,Fabio,Carosone,31345098,1,0,0,0,12,1,0,0.0,1.0,0.0,1.0,0.0,0.0,1,54.3,654.5,False,False,False,False,False,True,False,0,0,36,low,2,[],Low risk – no action needed
0134-XWXCE,Ubaldo,Marino,381283836,1,1,0,0,44,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0,74.85,3268.05,False,False,True,False,False,False,False,0,0,16,low,19,[],Low risk – no action needed
6950-TWMYB,Donatello,Pisacane,5441184624,0,0,1,1,54,1,0,0.0,1.0,0.0,1.0,0.0,0.0,1,79.95,4362.05,True,False,False,True,False,False,False,0,0,10,low,16,[],Low risk – no action needed
5848-FHRFC,Dina,Cattaneo,3903655410409,1,0,0,0,68,1,0,,,,,,,0,20.05,1386.9,False,True,False,True,False,False,False,0,0,2,low,29,[],Low risk – no action needed
2243-FNMMI,Pierangelo,Iannuzzi,8045223795,0,0,0,0,20,1,0,,,,,,,0,19.4,415.4,False,True,False,False,False,False,True,0,0,14,low,24,[],Low risk – no action needed
2511-MORQY,Alessandra,Boiardo,390302175968,0,0,1,1,50,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0,54.9,2614.1,False,False,True,False,False,False,False,0,0,11,low,4,[],Low risk – no action needed
5356-KZCKT,Ignazio,Donà,37532834,0,0,0,0,58,1,1,,,,,,,1,24.45,1513.6,False,True,False,True,True,False,False,0,0,4,low,0,[],Low risk – no action needed
9470-XCCEM,Ivan,Staglieno,3932779466149,0,0,1,1,35,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1,89.65,3161.6,True,False,False,False,False,False,False,0,0,54,moderate,10,[],Low risk – no action needed
6519-CFDBX,Eva,Modugno,390942033084,1,0,0,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,45.4,80.95,False,False,False,False,False,True,False,0,0,74,high,26,[],Low risk – no action needed
3902-MIVLE,Azeglio,Pacelli,39016184087,0,0,1,1,63,1,1,1.0,0.0,1.0,1.0,0.0,1.0,0,75.7,4676.7,False,False,False,True,False,False,True,0,0,3,low,1,[],Low risk – no action needed
0409-WTMPL,Sante,Gravina,4440606654,1,0,1,0,58,1,1,1.0,1.0,1.0,0.0,1.0,1.0,1,110.65,6526.65,True,False,True,False,True,False,False,0,0,34,low,21,[],Low risk – no action needed
8763-KIAFH,Alessandra,Manunta,3907314159969,1,0,1,1,27,1,0,,,,,,,1,20.55,583.3,False,True,True,False,False,False,True,0,0,11,low,4,[],Low risk – no action needed
3669-WHAFY,Lilla,Valier,3855327814,1,0,1,0,71,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,115.15,8078.1,True,False,False,True,True,False,False,0,0,5,low,28,[],Low risk – no action needed
3055-VTCGS,Rolando,Gremese,962789736,1,0,0,0,63,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0,58.55,3503.5,False,False,True,False,True,False,False,0,0,13,low,2,[],Low risk – no action needed
3144-KMTWZ,Luciana,Bragaglia,342210980,0,0,1,0,71,1,1,0.0,1.0,1.0,0.0,0.0,1.0,1,93.25,6669.45,True,False,False,False,False,False,False,0,0,27,low,21,[],Low risk – no action needed
7279-BUYWN,Marisa,Ferragni,390993590597,1,1,0,0,41,1,1,1.0,1.0,1.0,0.0,1.0,1.0,1,113.2,4689.5,True,False,False,False,False,True,False,1,5,89,high,23,"['Billing Issues', 'Poor Customer Support', 'Poor Technical Support', 'High Monthly Charge']",Provide cumulative discounts to reward commitment; Offer advantageous longer-contract deals to encourage commitment; Offer loyalty or multi-service discount; Advertise benefits of credit card payments - offer recharge deals when paying by card; Provide directed customer service for fiber optic specific problems; Offer a free trial of tech support
7156-MHUGY,Antonietta,Belletini,782356299,0,1,0,0,13,1,0,0.0,0.0,0.0,0.0,1.0,1.0,1,90.5,1201.15,True,False,False,False,False,True,False,1,0,79,high,9,[],Provide cumulative discounts to reward commitment; Offer advantageous longer-contract deals to encourage commitment; Offer loyalty or multi-service discount; Advertise benefits of credit card payments - offer recharge deals when paying by card; Provide directed customer service for fiber optic specific problems; Offer a free trial of tech support
7198-GLXTC,Sonia,Niscoromni,3907755562179,0,0,0,0,2,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,79.0,143.65,True,False,False,False,False,True,False,1,0,88,high,20,[],Deploy a personal follow-up; Assign premium customer support; Offer advantageous longer-contract deals to encourage commitment; Incentivize paperless billing; Advertise benefits of credit card payments - offer recharge deals when paying by card; Provide directed customer service for fiber optic specific problems; Offer a free trial of tech support
2007-QVGAW,Loredana,Favata,3791050354,1,0,1,1,68,1,0,,,,,,,1,19.35,1292.65,False,True,False,True,False,False,False,0,0,5,low,23,[],Low risk – no action needed
5207-PLSTK,Baldassare,Mimun,3903420137345,0,0,1,1,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1,48.75,48.75,False,False,False,False,False,False,True,0,0,49,moderate,17,[],Low risk – no action needed
2307-FYNNL,Giosuè,Lettiere,393389819295,0,1,0,0,65,1,1,1.0,0.0,1.0,1.0,1.0,1.0,1,109.05,7108.2,True,False,False,True,False,True,False,0,0,24,low,0,[],Low risk – no action needed
5605-XNWEN,Giampaolo,Spinola,321456465,0,1,1,0,72,1,1,,,,,,,1,25.0,1802.55,False,True,False,True,False,False,False,0,3,24,low,0,"['Billing Issues', 'Poor Customer Support', 'Customer Loyalty', 'High Monthly Charge']",Low risk – no action needed
2155-AMQRX,Enzio,Caetani,37115542132,1,0,0,0,28,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1,54.9,1505.15,False,False,False,False,True,False,False,0,0,20,low,20,[],Low risk – no action needed
6181-AXXYF,Ludovico,Spallanzani,3500902130,0,0,1,1,72,1,1,,,,,,,0,24.75,1859.1,False,True,False,True,True,False,False,0,0,2,low,6,[],Low risk – no action needed
5091-HFAZW,Biagio,Zito,39366161137,1,0,0,0,2,1,0,1.0,1.0,0.0,0.0,1.0,0.0,1,91.15,168.5,True,False,False,False,False,True,False,0,0,65,high,23,[],Low risk – no action needed
0516-VRYBW,Pietro,Casarin,390751237346,1,0,0,1,18,1,0,,,,,,,0,20.15,390.85,False,True,True,False,False,False,False,1,0,20,low,12,[],Low risk – no action needed
2519-LBNQL,Sophia,Natta,3511733512,0,1,1,0,60,1,1,0.0,1.0,1.0,0.0,1.0,1.0,1,104.35,6339.45,True,False,True,False,False,True,False,0,0,54,moderate,29,[],Low risk – no action needed
8623-ULFNQ,Ornella,Magnani,536558101,1,1,0,0,26,1,1,0.0,0.0,0.0,1.0,0.0,1.0,1,66.05,1652.4,False,False,False,False,False,True,False,0,0,34,low,14,[],Low risk – no action needed
8380-PEFPE,Manuel,Tanzini,393396868575,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,71.65,71.65,True,False,False,False,False,True,False,1,0,89,high,11,[],Deploy a personal follow-up; Assign premium customer support; Offer advantageous longer-contract deals to encourage commitment; Advertise benefits of credit card payments - offer recharge deals when paying by card; Provide directed customer service for fiber optic specific problems; Offer a free trial of tech support
5687-DKDTV,Lorenzo,Turati,3908238101332,1,0,0,0,4,1,0,,,,,,,0,20.35,77.5,False,True,False,False,False,False,True,1,0,38,low,5,[],Low risk – no action needed
1568-LJSZU,Annibale,Ioppi,39094221290,0,0,1,1,68,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,92.2,6392.85,False,False,False,True,True,False,False,0,0,1,low,15,[],Low risk – no action needed
7530-HDYDS,Torquato,Orlando,963224458,1,0,0,0,38,1,0,0.0,1.0,1.0,1.0,0.0,0.0,1,84.25,3264.5,True,False,False,False,True,False,False,1,5,75,high,9,"['Poor Internet Speed', 'Billing Issues', 'Poor Technical Support', 'Cancellation Issues', 'Limited Service Options', 'Customer Loyalty', 'High Monthly Charge']",Provide cumulative discounts to reward commitment; Offer advantageous longer-contract deals to encourage commitment; Offer loyalty or multi-service discount; Provide directed customer service for fiber optic specific problems
7789-HKSBS,Rosalia,Stein,9562621000,1,1,1,0,42,1,1,1.0,0.0,1.0,0.0,1.0,1.0,1,105.2,4599.15,True,False,True,False,False,False,False,0,0,42,moderate,15,[],Low risk – no action needed
7416-CKTEP,Lisa,Morellato,390711290653,1,0,1,0,57,1,0,,,,,,,1,19.6,1134.25,False,True,False,True,False,False,False,0,0,4,low,2,[],Low risk – no action needed
2586-CWXVV,Ludovica,Marcacci,3851990798,0,0,1,0,54,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,30.4,1621.35,False,False,False,False,False,True,False,0,0,32,low,19,[],Low risk – no action needed
3096-IZETN,Benito,Cimini,3489591627,1,0,0,0,12,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0,78.1,947.3,True,False,False,False,False,False,False,1,2,88,high,5,['Poor Customer Support'],Provide cumulative discounts to reward commitment; Offer advantageous longer-contract deals to encourage commitment; Incentivize paperless billing; Advertise benefits of credit card payments - offer recharge deals when paying by card; Provide directed customer service for fiber optic specific problems; Offer a free trial of tech support
